Longitude,Latitude,SourceID,January,February,March,April,May,June,July,August,September,October,November,December
-80.578695,32.397541,07IR007GG33,0,0,0,0,0.01,0.05,0.01,0,0,0,0,0
-80.637567,32.356603,07IR007GG35,0,0,0,0,0,0,0,0,0,0,0,0
-80.635972,32.356167,07IR007GG37,0,0,0,0,0,0,0,0,0,0,0,0
-80.5955,32.349333,07IR007GG38,0,0.91,0.1,0.1,5.21,6.76,0,0,0,0,0,0
-80.617778,32.329167,07IR007GG40,0,0.45,0.2,1.25,3.51,2,0.35,1.25,2.05,0.75,0,0
-80.626739,32.335574,07IR018GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.632176,32.337433,07IR018GG02,0,0,0.15,0.7,2.5,2.25,0,0,0,0,0,0
-80.637524,32.34425,07IR018GG08,0,0.01,0.25,1.2,4.2,3.2,0.5,1.5,1.2,0.07,0,0
-80.628082,32.341117,07IR018GG10,0,0,0,0,0,0,0,0,0,0,0,0
-80.638731,32.342217,07IR018GG11,0,0.01,0.25,1.2,4.2,3.2,0.5,1.5,1.2,0.07,0,0
-80.620609,32.351997,07IR056GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.620844,32.357334,07IR056GG02,0,0.01,0.23,1.7,5.2,4.9,0.02,1.5,1.75,0.5,0,0
-80.624038,32.351818,07IR056GG03,0,0.01,0.26,1.55,4.75,4.9,0.04,1.6,1.8,0.5,0,0
-80.617144,32.356283,07IR056GG04,0,0.001,0.08,0.7,2.13,2.1,0.05,0,0,0,0,0
-80.595285,32.359618,07IR057GG01,0,0.05,0.35,2,6.5,7,0.1,0,0,0,0,0
-80.610269,32.367753,07IR057GG02,0,0,0,0,0,0,0,0,0,0,0,0
-80.599572,32.36635,07IR057GG04,0,0.02,0.15,0.8,2.75,2,0.1,0,0,0,0,0
-80.592688,32.376572,07IR057GG05,0,0,0,0,0,0,0,0,0,0,0,0
-80.605532,32.362803,07IR057GG06,0,0.01,0.15,0.84,2.1,1.93,0,0,0,0,0,0
-80.581831,32.368816,07IR058GG01,0,0,2,3.8,6.6,7.2,5.2,0.1,0,0,0,0
-80.578807,32.356596,07IR058GG02,0,0,0,0,0,0,0,0,0,0,0,0
-80.5763,32.36514,07IR058GG03,0,0,0,0,0,0,0,0,0,0,0,0
-80.573316,32.371708,07IR058GG04,0,0,0,0,0,0,0,0,0,0,0,0
-80.608606,32.34756,07IR059GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.606492,32.330099,07IR059GG02,0,0,0,0,0,0,0,0,0,0,0,0
-80.606733,32.330036,07IR059GG03,0,0,0,0,0,0,0,0,0,0,0,0
-80.597003,32.331356,07IR060GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.597967,32.342892,07IR060GG02,0,0.02,0.27,1.2,3.75,4,0.6,0,0,0,0,0
-80.606471,32.349811,07IR060GG03,0,0.03,0.3,1.25,4,4.5,0.5,0,0,0,0,0
-80.498659,32.410452,07IR064GG01,0,0.02,0.1,0.15,0.5,0.4,0.25,0,0,0,0,0
-80.496306,32.412129,07IR064GG02,0,0.02,0.1,0.15,0.5,0.4,0.25,0,0,0,0,0
-80.496666,32.408333,07IR064GG03,0,0.02,0.1,0.15,0.5,0.4,0.25,0,0,0,0,0
-80.496282,32.408113,07IR064GG04,0,0.02,0.1,0.15,0.5,0.4,0.25,0,0,0,0,0
-80.492,32.405056,07IR064GG05,0,0.02,0.1,0.15,0.5,0.4,0.25,0,0,0,0,0
-80.610861,32.339306,07IR066GG02,0,0.01,0.1,0.5,5,4,0.05,0,0,0,0,0
-80.608639,32.342333,07IR066GG03,0,0.01,0.1,0.5,5,4,0.05,0,0,0,0,0
-80.63025,32.328417,07IR067GG01,0,0.02,0.25,0.55,3.25,4.5,0.15,0,0,0,0,0
-80.626639,32.328361,07IR067GG02,0,0.02,0.258,0.55,3.25,4.5,0.15,0,0,0,0,0
-80.623389,32.328222,07IR067GG03,0,0.02,0.25,0.55,32.25,4.5,0.15,0,0,0,0,0
-80.611812,32.348178,07IR068GG01,1,4,7,9,10,10,10,8,6,4,3,1
-80.6068,32.3511,07IR068GG02,1,1,1,1,0,0,1,0,0,1,0,0
-80.6047,32.3531,07IR068GG03,1,1,1,1,0,0,1,0,0,1,0,0
-80.681971,32.44076,07IR069GG01,0,0,1.323116,0.194315,3.216257,3.941254,3.172437,0.461332,0.531785,0,0,0
-80.680493,32.441223,07IR069GG02,0,0,0.112521,0.189642,0.302427,0.319162,0.416112,0.522281,0.402265,0,0,0
-80.679387,32.441248,07IR069GG03,0,0,0.137621,0.209198,0.327663,0.424561,0.381372,0.587691,0.456113,0,0,0
-80.681906,32.442789,07IR069GG04,0,0,0,0,0,0.170828,0.327412,0.219836,0,0,0,0
-80.681736,32.442399,07IR069GG05,0,0,0.116121,0.198167,0.20157,0.217619,0.232177,0.226403,0,0,0,0
-80.681327,32.442416,07IR069GG06,0,0,0.109271,0.189103,0.196121,0.213918,0.231661,0.229341,0,0,0,0
-80.6353,32.2996,07IR070GG01,2,2,2,2,3,3,3,1,1,1,1,1
-80.549454,32.414483,07IR071GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.646728,32.443965,07OT021GG02,0,0.08,0.93,0.87,0.63,0.59,0.52,0.54,0.56,0.16,0.16,0.29
-80.647663,32.442078,07OT021GG04,1.64,1.71,1.96,1.83,1.78,2.01,1.78,1.87,1.91,1.57,1.57,1.9
-80.855926,32.238499,07WS005GG06,0,0,0,0,0,0,0,0,0,0,0,0
-80.838537,32.246369,07WS005GG14,0,0,0.186,0.229,10.701,11.257,2.953,3.089,0.734,9.645,1.772,3.63
-80.884809,32.280946,07WS005GG16,0.085,0.163,0.293,8.396,27.688,27.003,9.917,10.016,4.741,15.553,9.688,9.646
-80.862944,32.266136,07WS005GG17,0.096,0.324,0.705,8.843,21.711,22.128,10.225,8.908,3.945,18.829,7.752,13.141
-80.726994,32.17707,07WS014GG01,12.503,0,26.264,25.658,27.012,29.41,29.014,27.596,28.882,27.16,20.02,17.887
-80.721192,32.166559,07WS014GG02,6.49,13.447,5.836,7.312,22.669,24.865,25.781,20.601,6.745,18.494,11.933,7.632
-80.731988,32.170671,07WS014GG03,14.336,17.177,14.976,16.099,13.447,13.831,10.981,14.096,12.095,5.872,13.848,11.593
-80.764918,32.15385,07WS016GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.778064,32.166405,07WS016GG02,17.601,19.705,21.861,20.786,13.593,1.665,1.48,1.785,2.395,4.815,13.683,20.649
-80.772238,32.160305,07WS016GG03,29.106,28.466,30.322,28.854,16.141,8.386,5.924,5.407,11.815,28.298,29.015,29.737
-80.803703,32.133708,07WS016GG04,0.075,0.147,2.302,11.433,9.223,11.319,10.497,10.085,6.321,7.068,3.797,1.065
-80.798095,32.143185,07WS016GG05,0.055,0.052,0.009,0.485,1.949,2.636,1.295,1.114,0.298,0.195,0.002,0.007
-80.787653,32.138236,07WS016GG06,0,0,0,0,0,0,0,0,0,0,0,0
-80.791723,32.127658,07WS016GG07,0,0,0,0,0,0,0,0,0,0,0,0
-80.809919,32.118223,07WS016GG08,22.301,18.765,21.472,20.21,20.728,16.59,23.644,24.416,17.843,18.739,16.787,16.498
-80.81456,32.127982,07WS016GG09,0.276,0.688,6.427,7.59,11.923,18.016,11.257,8.262,7.211,7.905,7.98,7.32
-80.82181,32.110382,07WS016GG11,8.601,8.393,13.434,15.497,17.871,22.95,11.93,6.948,12.396,13.288,9.971,8.832
-80.762203,32.146484,07WS016GG13,0.25,0.04,0.134,0,0,0,0,0,0,0.001,0,0
-80.780029,32.138223,07WS016GG14,0.095,0.065,0.024,2.83,9.315,1.535,2.213,1.967,0.087,7.912,2.122,0
-80.735981,32.174489,07WS016GG16,0,0,0,0,0,0,0,0,0,0.353,0,0
-80.771123,32.168247,07WS016GG17,0,0,0,0,11.333,43.726,44.392,44.351,26.064,0,0,0
-80.698686,32.218597,07WS017GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.690663,32.219426,07WS017GG02,0.114,0.06,0,0.88,2.229,2.026,1.453,1.479,0.396,0.834,0.305,0.155
-80.711946,32.203233,07WS017GG04,0.33,1.006,1.846,2.237,2.614,2.552,3.068,3.732,2.113,4.704,2.815,2.58
-80.737904,32.238741,07WS017GG06,0.185,1.049,1.598,2.13,3.365,3.324,2.382,2.546,2.014,3.558,3.426,1.293
-80.749104,32.230934,07WS017GG08,0,0,0,0,0,0,0,0,0,0,0,0
-80.711173,32.223572,07WS017GG09,0,0,0,0,0,0,0,0,0,0,0,0
-80.778018,32.219427,07WS017GG13,0,0,0,0,0,0,0,0,0,0,0,0
-80.728801,32.249665,07WS017GG17,0,0,0,0,0,0,0,0,0,0,0,0
-80.721764,32.217725,07WS017GG18,0,0,0,0,0,0,0,0,0,0,0,0
-80.745412,32.220191,07WS017GG19,3.146,5.623,5.838,10.093,8.561,9.634,7.704,8.259,8.568,12.599,12.382,8.275
-80.763528,32.194722,07WS017GG21,8.408,6.763,10.554,15.563,17.562,18.002,18.67,14.267,14.558,15.008,12.194,10.316
-80.776857,32.220046,07WS018GG01,58.128,53.37,53.772,56.809,58.426,58.978,59.607,59.703,57.917,58.84,57.017,56.944
-80.771998,32.220133,07WS018GG02,55.814,47.546,51.979,48.957,56.589,56.406,57.152,58.349,56.565,56.562,54.754,54.829
-80.7654,32.2193,07WS018GG03,45.152,41.278,40.194,42.84,43.576,36.718,44.857,45.107,42.593,41.899,40.045,39.867
-80.877458,32.092164,07WS028GG01,1.539,0.333,0.443,0.615,1.11,2.622,0.022,0.021,0.28,0.275,0.018,0.016
-80.871059,32.092593,07WS028GG02,0,0,0,0,0,0,0,0,0,0,0,0
-80.862335,32.107097,07WS028GG03,0.037,0.469,0.22,0.007,0.01,0.122,0.058,0.041,0.195,1.66,0.394,1.249
-80.859754,32.11359,07WS028GG04,3.962,0.692,1.102,1.6,1.466,1.29,2.697,2.05,2.032,0.002,0.719,1.156
-80.847819,32.138248,07WS032GG01,0.219,1.02,0.847,0.967,1.208,0.423,0.196,0.325,0.34,0.373,0.238,0.145
-80.851357,32.131915,07WS032GG02,1.623,0.028,0.029,0.028,0.029,0.028,0.005,0.072,0.026,0.043,0.027,0.055
-80.860019,32.123271,07WS032GG03,1.716,2.237,3.143,3.733,4.35,5.205,5.12,4.559,4.121,4.42,3.913,3.483
-80.74066,32.168835,07WS052GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.754034,32.171451,07WS052GG02,0,0,0,0,0,0,0,0,0,0,0,0
-80.748491,32.153027,07WS053GG01,1.276,0.729,3.093,4.358,6.909,7.262,7.24,6.186,3.21,4.382,2.632,1.114
-80.748146,32.152733,07WS053GG02,0.044,0.001,0.01,0.031,0.176,0.015,0.065,0.158,0.031,0.133,0.094,0.017
-80.763818,32.142837,07WS053GG03,32.532,35.166,47.979,44.917,45.428,38.834,51.493,44.365,33.397,36.113,36.244,45.131
-80.766434,32.17131,07WS054GG01,15.723,11.875,17.471,13.984,11.05,8.961,9.102,8.574,7.655,10.256,9.601,4.276
-80.750937,32.162272,07WS054GG02,0,0,0,0,0,0,0,0,0,0,0,0
-80.814945,32.587208,07WS055GG01,0.0023,0.0019,0.00388,0.00497,0.00358,0.00271,0.00501,0.00678,0.00157,0.00409,0.0017,0.00757
-80.827219,32.576773,07WS055GG03,0.00194,0.00105,0.00135,0.00127,0.0013,0.00172,0.00207,0.00124,0.00108,0.00149,0.00217,0.00606
-80.811394,32.577273,07WS055GG04,0.0664,0.0518,0.0925,0.0909,0.08,0.0862,0.0683,0.1157,0.0825,0.0823,0.1029,0.0679
-80.832007,32.585653,07WS055GG05,0.0481,0.0429,0.0692,0.0753,0.0526,0.14037,0.1108,0.1925,0.218,0.2381,0.2822,0.2551
-80.807341,32.58498,07WS055GG06,0.14711,0.10931,0.15924,0.08479,0.02899,0.00006,0.0001,0.00007,0.0317,0.03387,0.149,0.05219
-80.014428,33.153964,08GC001GG01,0,0,0,0.2,0.6,0.6,0.6,0.2,0.3,0.2,0,0
-80.013097,33.154083,08GC001GG02,0,0,0,0.3,0.4,0.5,0.4,0.2,0.3,0.3,0,0
-80.013819,33.154589,08GC001GG03,0,0,0,0.5,0.4,0.5,0.5,0.1,0.4,0.2,0,0
-79.936122,32.948734,08GC005GG01,0.1,0.1,0.2,0.2,0.2,0.5,0.5,0.1,0.1,0,0,0
-80.084234,33.009335,08GC006GG01,0.076,0.332,0.855,0.652,1.607,1.548,1.071,0.677,0.985,0.83,0.286,0.167
-79.926653,33.41427,08IN002GG01,2.72,1.59,2.47,2.48,3.21,2.54,3.27,3.58,3.11,3.71,3.92,2.15
-79.983205,33.244939,08IN007GG01,0.3,0.3,0.23,0.24,0.35,0.4,0.22,0.32,0.29,0.33,0.36,0.34
-79.982774,33.24552,08IN007GG02,3.08,2.79,3.2,2.68,2.72,2.98,1.83,3.19,3.26,3.16,3.11,2.64
-79.982616,33.245691,08IN007GG03,3.08,2.79,3.2,2.68,2.72,2.98,1.83,3.16,3.26,3.16,3.11,2.64
-79.880919,33.006575,08IN011GG01,0.0235,0.0032,0,0.000008,0,0,0,0,0,0,0,0
-79.882305,33.001557,08IN011GG02,23.24,16.09,23.3,35.31,40.03,37.02,45.91,33.65,18.95,10.58,8.67,7.55
-79.885833,33.003333,08IN011GG03,53.13,51.05,55.96,52.82,55.43,53.24,53.01,59.76,48.75,58.75,55.15,58.23
-79.883262,33.012524,08IN011GG04,0.0856,0.1085,0.0582,0.0814,0.0636,0.0597,0.0505,0.0799,0.0874,0.0809,0.1289,0.3688
-80.047782,33.064894,08IN015GG01,0.14,0.14,0,0.17,0.06,0.07,0.15,0.1,0,0.02,0.01,0.01
-79.967269,32.965036,08IN016GG01,0.461216,0.461216,0.664876,0.776012,0.996119,1.224684,0.916944,1.107957,0.738608,1.577878,0.334028,0.633645
-80.214907,33.373045,08IR004GG01,0,0,0,2,5,7,7,0,0,0,0,0
-79.882989,33.005117,08WS058GG02,0,0,0,0,0,0,0,0,0,0,0,0
-79.882662,33.005035,08WS058GG03,0,0,0,0,0,0,0,0,0,0,0,0
-80.287936,33.171358,08WS064GG01,0,0,0,0,0,0,0,0,0.94,1.611,1.379,1.025
-80.294303,33.167343,08WS064GG02,5.127,4.198,2.773,2.867,3.387,3.284,3.238,2.683,3.447,1.582,1.429,1.74
-80.264167,33.132778,08WS066GG01,0,0,0,0,0,0.00937,0,0,0,0,0,0.0101
-80.755713,33.620657,09GC001GG01,0,0,0.36,0.54,0.36,0.54,0.72,0.36,0.54,0,0,0
-80.919041,33.811343,09IN002GG05,0,0.071,0.15,0,0,0.18,0.89,0.37,0.13,0,0,0.24
-80.678763,33.596207,09IR001GG01,0,0,0,0,7.24,13.82,8.56,6.44,1.66,0,0,0
-80.694292,33.559063,09IR001GG02,0,0,0,0,10.51,12.36,12.25,5.67,0,0,0,0
-80.699184,33.55241,09IR001GG05,0,0,0,0,1.14,6.17,4.09,2.28,0,0,0,0
-80.701768,33.556258,09IR001GG06,0,0,0,0,1.83,2.39,2.79,1.06,0,0,0,0
-80.681231,33.576833,09IR001GG07,0,0,0,0,1.08,4.12,3.46,1.9,0,0,0,0
-80.636138,33.4784,09IR003GG08,0,0,0,0,0,0,0,0,0,0.23,0,0
-80.685027,33.527861,09IR005GG01,0,0,8.6,17.5,17.5,26,30,19.4,17.5,9,0,0
-80.769562,33.689976,09IR007GG01,0,0,0,0.619111,0.722296,4.333778,2.476444,0.723296,0,0,0,0
-80.800293,33.678585,09IR007GG02,0,0,0,0,0,0,2.44386,2.44386,0,0,0,0
-80.664473,33.480203,09IR009GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.662179,33.478344,09IR009GG03,0,1.4,2.3,2.6,4.1,6.3,5.8,7.1,2.4,0,0,0
-80.664495,33.479583,09IR009GG04,0,1.2,2.7,8.3,10.4,9.7,12.4,13.2,7.4,0,0,0
-80.661684,33.491518,09IR009GG05,0,0,1.4,5.1,8.4,7.1,7.9,9.4,0,0,0,0
-80.682,33.5011,09IR009GG06,0,0,0,3,6.4,4.8,6.9,5.3,9.4,0,0,0
-80.666711,33.518217,09IR009GG07,0,0,3.4,8.3,10.7,12.8,10.4,7.8,4.3,0,0,0
-80.664322,33.520724,09IR009GG08,0,0,0,4.5,6,9.3,14.2,11.1,0,0,0,0
-80.650916,33.542845,09IR009GG09,0,0,0,3.6,4.2,10.1,14.3,11.4,0,0,0,0
-80.697981,33.551225,09IR009GG10,0,0,0,3.5,8.2,7.4,11.3,8.1,7.2,0,0,0
-80.630863,33.56049,09IR009GG11,0,0,3.6,9.4,14.3,16.8,14.7,2.9,3.7,0,0,0
-80.624041,33.565524,09IR009GG12,0,0.9,5.5,7.1,11.8,14.3,4.8,3.5,8.3,4.9,2.1,0
-80.60949,33.557435,09IR009GG13,0,0,0,2.1,7.9,8.4,6.2,7.8,5.2,2.3,0,0
-80.576501,33.564018,09IR009GG15,0,0,0,1.8,2.2,5.7,7.4,3.1,0,0,0,0
-80.655705,33.506139,09IR009GG16,0,1.2,4.7,7.9,14.8,17.1,11.8,9.8,0,0,0,0
-80.65979,33.567818,09IR009GG17,0,0,0,6.4,6.4,15.3,21.6,15.1,0,0,0,0
-80.659808,33.485823,09IR009GG18,0,1.8,2.7,5.9,11.1,13.1,10.7,10.8,12.4,5.2,0,0
-80.654354,33.511297,09IR009GG19,0,0,0,1.3,2.2,2.1,2.7,2.2,1.8,0,0,0
-80.641844,33.486344,09IR009GG20,0,0.8,2.8,4.4,6.1,9.7,8.3,7.1,2.2,0,0,0
-80.62633,33.557966,09IR009GG22,0,0,1.2,3.9,5.7,8.3,9.4,3.3,2.7,0,0,0
-80.573747,33.562088,09IR009GG23,0,0,0,3.1,3.9,6.5,8.7,6.2,0,0,0,0
-80.640755,33.476326,09IR009GG24,0,0,0,2.4,3.2,7.1,6.2,24,0,0,0,0
-80.694364,33.559072,09IR009GG25,0,0,3.5,12.1,17.4,14.8,15.4,7.1,6.8,0,0,0
-80.65929,33.49409,09IR009GG28,0,2.9,6.8,8.3,11.1,9.6,8.1,6.8,2.4,0,0,0
-80.65093,33.542827,09IR009GG30,0,0,0,1.8,1.4,3.8,3.3,4.1,0,0,0,0
-80.682905,33.560628,09IR009GG32,0,0,1.2,4.8,4.1,6.4,4.3,0,0,0,0,0
-80.652087,33.493343,09IR009GG33,0,0,2.3,4.6,10.3,12.4,8.7,0.6,0,0,0,0
-80.670854,33.571495,09IR009GG36,0,1.2,2.5,3.3,3.1,3.8,2.8,4.2,2.2,0,0,0
-80.624235,33.49427,09IR009GG37,0,1.7,1.3,2.9,3.4,2.1,3.8,4.6,1.4,0,0,0
-80.615159,33.549679,09IR009GG38,0,0,0,1.2,3.7,3.1,0,0,0,0,0,0
-80.6242,33.5597,09IR009GG39,0,0,0,0,6.8,8.1,7.3,0,0,0,0,0
-80.6811,33.4996,09IR009GG40,0,1.8,5.7,9.2,14.6,12.8,7.4,8.3,6.2,0,0,0
-80.6633,33.5659,09IR009GG41,0,0,0,2.4,2.7,8.3,9.7,6.2,0,0,0,0
-80.658787,33.480731,09IR009GG42,0,0,0,0,0,0,0,0,0,0,0,0
-80.739706,33.605735,09IR010GG01,0,0,0,0,2.33,3.86,1.63,0,0,0,0,0
-80.701647,33.608413,09IR010GG02,0,0,0,0,2.9,3.45,1.45,0,0,0,0,0
-80.735496,33.603463,09IR010GG04,0,0,0,0,2.9,3.75,2.15,0,0,0,0,0
-80.731635,33.606255,09IR010GG05,0,0,0,0.5,1.06,1.4,1.25,0.4,0,0,0,0
-80.713106,33.597658,09IR010GG06,0,0,0,2.01,3.9,5.95,7.45,3.1,0,0,0,0
-80.707408,33.595391,09IR010GG07,0,0,0,0,0.4,1.25,1.05,0.8,0,0,0,0
-80.737893,33.659302,09IR012GG03,0,0,0,0,1.6,5.5,2.5,1.3,0,0,0,0
-80.66472,33.528984,09IR013GG01,0,0,0,0,9,5.2,3.2,0,0,0,0,0
-80.668588,33.509427,09IR013GG02,0,0,0,0,0,3.2,2.2,0,0,0,0,0
-80.670993,33.4986,09IR013GG03,0,0,0,0,0,7.2,3.1,0,0,0,0,0
-80.670171,33.495627,09IR013GG04,0,0,0,0,9.7,4,1.8,0,0,0,0,0
-80.657065,33.522627,09IR013GG05,0,0,0,0,4.1,2.1,0.9,0,0,0,0,0
-80.65666,33.521183,09IR013GG06,0,0,0,0,0,0,0,0,0,0,0,0
-80.644046,33.539783,09IR013GG07,0,0,0,0,0,15,9.1,4.5,0,0,0,0
-80.669106,33.517872,09IR013GG08,0,0,0,0,0.8,0.5,0.4,0,0,0,0,0
-80.550419,33.629487,09IR014GG03,0,0,1.28,1.146,2.215,2.131,2.547,1.346,1.406,1.329,0.415,2.107
-80.574346,33.641483,09IR014GG04,0.462,0,0.84,0.378,1.386,3.234,2.268,0.672,0.882,0.42,0.966,0
-80.561581,33.62891,09IR014GG05,0.4446,0,0.819,0.7254,1.6614,2.574,3.042,1.1934,1.287,0.9166,0.8424,1.3806
-80.574544,33.63124,09IR014GG06,1.882,0,1.488,2.11,2.57,3.9,2.496,1.823,1.579,1.172,1.858,2.014
-80.616208,33.620845,09IR034GG01,0,0,0,3,3,5,4,5,1,0,0,0
-80.546865,33.627278,09IR034GG02,0,0,1,2,3,3,4,4,2,0,0,0
-80.671618,33.705624,09IR035GG01,0,0,0.4,2.2,6.5,9.9,1.5,0,0,0,0,0
-80.651323,33.68324,09IR035GG02,0,0,0,0,11,18.1,7.1,1.5,0,0,0,0
-80.681367,33.69385,09IR035GG03,0,0,0,0,7.2,2.3,5.2,5.2,1.1,0,0,0
-80.676517,33.69545,09IR035GG04,0,0,0,0,5,1.9,4.6,5,0,0,0,0
-80.689367,33.674567,09IR035GG05,0,0,0,1.9,12.1,20,8.2,2.5,0,0,0,0
-80.658874,33.663908,09IR035GG06,0,0,0,0,4.7,3,4,5.4,0,0,0,0
-80.693716,33.688764,09IR035GG07,0,0,0,0,0,6,4,0,0,0,0,0
-80.691824,33.70015,09IR035GG08,0,0,0,1,4.2,12.5,8.2,5,0,0,0,0
-80.657116,33.696947,09IR035GG09,0,0,0.5,0.7,6.7,9.7,4,3.2,0,0,0,0
-80.649909,33.677633,09IR035GG10,0,0,0,0.1,0.1,0.2,0.2,0.1,0.1,0,0,0
-80.635404,33.706887,09IR035GG11,0,0,0,0,5.2,3.6,6.3,5.7,0,0,0,0
-80.6273,33.716533,09IR035GG12,0,0,0,0,7,3.8,5.3,4.1,0,0,0,0
-80.643432,33.715845,09IR035GG13,0,0,0,4.1,7.4,12.5,6.7,3.7,0,0,0,0
-80.649233,33.722233,09IR035GG14,0,0,0,1.1,4,2.1,5.7,4,0,0,0,0
-80.763944,33.629653,09IR035GG15,0,0,0,0,8.2,3.5,6.7,8.7,0,0,0,0
-80.70127,33.694468,09IR035GG16,0,0,0,2.3,10.3,9.5,6.7,5.1,1,0,0,0
-80.68569,33.669311,09IR035GG17,0,0,0,0,2.2,1.8,2.2,2.8,0,0,0,0
-80.70867,33.687719,09IR035GG18,0,0,0,0.9,4.6,7.5,3,0,0,0,0,0
-80.799765,33.688883,09IR038GG01,0,0,2.3,4.7,5,5.3,7.9,8.3,3.1,2.6,0,0
-80.800242,33.690745,09IR038GG02,0,0,2.1,4.6,5.2,5,7.8,8.1,3.3,2.3,0,0
-80.766137,33.693987,09IR039GG01,0,0,0,6,12,18,11,5,0,0,0,0
-80.769773,33.684932,09IR039GG02,0,0,0,2,9.5,15,10,7,0,0,0,0
-80.67759,33.6824,09IR040GG01,0,0,0,2,3,4,4,3,2,0,0,0
-80.67438,33.6656,09IR040GG02,0,0,0,1,1,1,1,1,1,0,0,0
-80.72359,33.71517,09IR040GG03,0,0,0,5,5,7,7,6,3,0,0,0
-80.68028,33.65846,09IR040GG06,0,0,0,1,2,3,3,2,2,0,0,0
-80.73463,33.69298,09IR040GG07,0,0,0,1,2,4,4,3,1,0,0,0
-80.73066,33.69696,09IR040GG08,0,0,0,1,2,3,3,2,1,0,0,0
-80.67204,33.64875,09IR040GG10,0,0,0,6,6,6,6,6,6,0,0,0
-80.66937,33.65645,09IR040GG11,0,0,0,1,2,4,4,5,4,0,0,0
-80.67632,33.65688,09IR040GG12,0,0,0,1,3,4,4,2,1,0,0,0
-80.666758,33.667028,09IR040GG13,0,0,0,1,2,2,2,2,1,0,0,0
-80.67939,33.69927,09IR040GG14,0,0,0,9,9,9,10,8,6,0,0,0
-80.771215,33.631928,09IR041GG01,0,0,0,3.5,5.3,1.7,1.7,0,0,0,0,0
-80.767954,33.634893,09IR041GG02,0,0,0,1.1,1.1,2.7,1.3,0,0,0,0,0
-80.6837,33.51395,09IR042GG01,0,0,0,0,2.4,0,4,2.5,0,0,0,0
-80.962629,33.697743,09IR043GG01,0,0,0,0,0,0,0,0,0,0,0,0
-80.966783,33.674276,09IR043GG02,0,0,0,2.03,6.09,6.09,8.12,4.06,2.03,0,0,0
-80.962629,33.697743,09IR043GG03,0,0,0,2.19,3.8,7.6,7.6,3.8,3.8,0,0,0
-80.674678,33.702625,09IR044GG01,0,0,0,0,3,4.5,3,1.5,0,0,0,0
-80.638786,33.64742,09IR045GG01,0,0,0.5,0.5,0.5,1.4,2.8,2.8,1,0,0,0
-80.644458,33.651414,09IR045GG02,0,0,0.6,0.6,0.6,1.8,3.6,3.6,1.2,0,0,0
-80.620017,33.644256,09IR045GG03,0,0,0,0,0.2,0.4,0.5,0.5,0.2,0,0,0
-80.609274,33.634425,09IR045GG04,0,0,0,0,0.3,0.5,0.7,0.7,0.3,0,0,0
-80.655494,33.598705,09IR047GG01,0,0,0,1.7325,1.7325,2.94,1.89,0.525,0.525,0,0,0
-80.666036,33.601097,09IR047GG02,0,0,0,0.47,3.886,5.642,6.252,7.186,0,0,0,0
-80.680067,33.610064,09IR047GG03,0,0,0,0,4.68,6.264,5.184,6.768,0,0,0,0
-80.682962,33.619927,09IR047GG04,0,0.3,0.216,1.89,2.16,3.753,5.211,5.022,0.351,0,0.648,0
-80.693299,33.576502,09IR048GG01,0,0,0,0,1.31,3.38,2.54,1.7,1.53,0,0,0
-80.702113,33.571568,09IR048GG02,0,0,0,0.48,0.51,1.69,1.25,0.83,0,0,0,0
-80.684703,33.583033,09IR048GG03,0,0,0,0,0,0,0,0,0,0,0,0
-80.691874,33.588626,09IR048GG04,0,0,0,1.72,1.85,6.66,4.45,1.24,0,0,0,0
-80.687326,33.593919,09IR048GG05,0,0,0,0,0,0,0,0,0,0,0,0
-80.690709,33.604707,09IR048GG06,0,0,0,1.63,2.38,9.48,12.53,6.52,0,0,0,0
-80.689512,33.616278,09IR048GG07,0,0,0,0.46,2.54,4.82,4.92,5.27,0,0,0,0
-80.670935,33.62098,09IR048GG08,0,0,0,0.65,2.23,4.32,3.87,2.07,0,0,0,0
-80.668304,33.615906,09IR048GG09,0,0,0,0,0.87,2.41,1.94,1.06,0,0,0,0
-80.668386,33.611686,09IR048GG10,0,0,0,1.19,6,16.29,8.62,6.77,1.7,0,0,0
-80.696072,33.612731,09IR048GG11,0,0,0,0,3.17,6.35,3.23,2.12,0,0,0,0
-80.98462,33.653719,09IR051GG01,0,0,7,7,7,7,7,7,3,0,0,0
-80.851713,33.620652,09IR051GG02,0,0,11,11,11,11,11,11,5,0,0,0
-80.964602,33.66625,09IR051GG03,0,0,5,5,5,5,5,5,2,0,0,0
-80.861769,33.667986,09IR051GG04,0,0,30,30,30,30,30,30,5,0,0,0
-80.7511,33.6155,09IR052GG01,0,0,0,0,3.4,4.1,4.5,4.9,0,0,1.1,0
-80.7514,33.6172,09IR052GG02,0.1,0.3,1.1,1.8,2.9,3.1,2.2,1.1,1.6,1.4,1.3,0.1
